model,N,K,M,m_tile,step,step_name,protocol,latency_us_p50,latency_us_p30,bandwidth_gbps,pct_of_spec_peak,clocks_sm_mhz,rel_l2,pass,config
deepseek_v4_pro,7168,16384,32,32,3,prepack,B2B,87.8477,87.7722,1348.056,0.337014,1830,1.670198e-03,1,M_TILE=32;BM=56;WG=2;REG=168;STG=2;TILES=2;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,32,32,3,prepack,ISO,92.5120,92.1600,1280.089,0.320022,1830,1.670198e-03,1,M_TILE=32;BM=56;WG=2;REG=168;STG=2;TILES=2;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,32,32,3,prepack,PDL,85.3357,85.3331,1387.738,0.346934,1830,1.670198e-03,1,M_TILE=32;BM=56;WG=2;REG=168;STG=2;TILES=2;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,3,prepack,B2B,200.8614,200.5658,594.472,0.148618,1830,1.670279e-03,1,M_TILE=64;BM=56;WG=2;REG=168;STG=2;TILES=2;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,3,prepack,ISO,206.4960,205.8240,578.251,0.144563,1830,1.670279e-03,1,M_TILE=64;BM=56;WG=2;REG=168;STG=2;TILES=2;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,3,prepack,PDL,188.7603,188.2829,632.583,0.158146,1830,1.670279e-03,1,M_TILE=64;BM=56;WG=2;REG=168;STG=2;TILES=2;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,3,prepack,B2B,334.5498,334.5069,362.794,0.090699,1830,1.668760e-03,1,M_TILE=128;BM=56;WG=2;REG=168;STG=2;TILES=2;SUBS=1;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,3,prepack,ISO,339.7120,338.9440,357.281,0.089320,1830,1.668760e-03,1,M_TILE=128;BM=56;WG=2;REG=168;STG=2;TILES=2;SUBS=1;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,3,prepack,PDL,329.5763,329.1539,368.269,0.092067,1830,1.668760e-03,1,M_TILE=128;BM=56;WG=2;REG=168;STG=2;TILES=2;SUBS=1;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,1,8,4,tile_stage,B2B,37.4534,37.3894,3136.460,0.784115,1830,1.682975e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,1,8,4,tile_stage,ISO,49.4720,49.1520,2374.499,0.593625,1830,1.682975e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,1,8,4,tile_stage,PDL,33.9334,33.8758,3461.813,0.865453,1830,1.682975e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,2,8,4,tile_stage,B2B,38.4000,38.3418,3059.947,0.764987,1830,1.681628e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,2,8,4,tile_stage,ISO,50.3040,49.8240,2335.837,0.583959,1830,1.681628e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,2,8,4,tile_stage,PDL,34.2054,34.1229,3435.183,0.858796,1830,1.681628e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,4,8,4,tile_stage,B2B,38.6560,38.5587,3041.271,0.760318,1830,1.670615e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,4,8,4,tile_stage,ISO,50.2400,49.9520,2340.036,0.585009,1830,1.670615e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,4,8,4,tile_stage,PDL,34.3475,34.3456,3422.762,0.855691,1830,1.670615e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,8,8,4,tile_stage,B2B,39.0931,39.0413,3010.409,0.752602,1830,1.670902e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,8,8,4,tile_stage,ISO,50.5280,49.9840,2329.130,0.582282,1830,1.670902e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,8,8,4,tile_stage,PDL,34.4838,34.4493,3412.795,0.853199,1830,1.670902e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,16,16,4,tile_stage,B2B,54.4218,54.4096,2167.001,0.541750,1830,1.669845e-03,1,M_TILE=16;BM=64;WG=1;REG=80;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,16,16,4,tile_stage,ISO,59.9040,59.6160,1968.684,0.492171,1830,1.669845e-03,1,M_TILE=16;BM=64;WG=1;REG=80;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,16,16,4,tile_stage,PDL,49.9494,49.8637,2361.028,0.590257,1830,1.669845e-03,1,M_TILE=16;BM=64;WG=1;REG=80;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,32,32,4,tile_stage,B2B,74.8275,74.7533,1582.620,0.395655,1830,1.670198e-03,1,M_TILE=32;BM=64;WG=1;REG=112;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,32,32,4,tile_stage,ISO,79.5200,79.2320,1489.230,0.372307,1830,1.670198e-03,1,M_TILE=32;BM=64;WG=1;REG=112;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,32,32,4,tile_stage,PDL,68.4365,68.4205,1730.416,0.432604,1830,1.670198e-03,1,M_TILE=32;BM=64;WG=1;REG=112;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,4,tile_stage,B2B,199.6608,199.6173,598.047,0.149512,1830,1.670279e-03,1,M_TILE=64;BM=64;WG=1;REG=112;STG=2;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,4,tile_stage,ISO,204.8000,203.3600,583.040,0.145760,1830,1.670279e-03,1,M_TILE=64;BM=64;WG=1;REG=112;STG=2;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,4,tile_stage,PDL,188.6803,188.5952,632.851,0.158213,1830,1.670279e-03,1,M_TILE=64;BM=64;WG=1;REG=112;STG=2;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,4,tile_stage,B2B,437.4560,437.3402,277.451,0.069363,1830,1.668760e-03,1,M_TILE=128;BM=64;WG=1;REG=232;STG=2;TILES=1;SUBS=1;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,4,tile_stage,ISO,442.8480,442.5280,274.073,0.068518,1830,1.668760e-03,1,M_TILE=128;BM=64;WG=1;REG=232;STG=2;TILES=1;SUBS=1;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,4,tile_stage,PDL,411.2103,410.6713,295.160,0.073790,1830,1.668760e-03,1,M_TILE=128;BM=64;WG=1;REG=232;STG=2;TILES=1;SUBS=1;PREPACK=1;PDL=1;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,1,8,5,epi_overlap,B2B,37.4906,37.4598,3133.355,0.783339,1830,1.682975e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,1,8,5,epi_overlap,ISO,49.1840,48.5760,2388.403,0.597101,1830,1.682975e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,1,8,5,epi_overlap,PDL,33.9117,33.8086,3464.034,0.866009,1830,1.682975e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,2,8,5,epi_overlap,B2B,38.4186,38.3264,3058.468,0.764617,1830,1.681628e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,2,8,5,epi_overlap,ISO,50.2720,49.8880,2337.324,0.584331,1830,1.681628e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,2,8,5,epi_overlap,PDL,34.1555,34.1408,3440.204,0.860051,1830,1.681628e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,4,8,5,epi_overlap,B2B,38.5459,38.5293,3049.957,0.762489,1830,1.670615e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,4,8,5,epi_overlap,ISO,50.3680,50.0480,2334.089,0.583522,1830,1.670615e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,4,8,5,epi_overlap,PDL,34.2310,34.2138,3434.409,0.858602,1830,1.670615e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,8,8,5,epi_overlap,B2B,39.0125,39.0003,3016.631,0.754158,1830,1.670902e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,8,8,5,epi_overlap,ISO,50.4000,50.0160,2335.045,0.583761,1830,1.670902e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,8,8,5,epi_overlap,PDL,34.4083,34.4070,3420.285,0.855071,1830,1.670902e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,16,16,5,epi_overlap,B2B,54.4154,54.3885,2167.256,0.541814,1830,1.669845e-03,1,M_TILE=16;BM=64;WG=1;REG=80;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,16,16,5,epi_overlap,ISO,60.2560,59.8400,1957.183,0.489296,1830,1.669845e-03,1,M_TILE=16;BM=64;WG=1;REG=80;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,16,16,5,epi_overlap,PDL,49.8547,49.8406,2365.514,0.591378,1830,1.669845e-03,1,M_TILE=16;BM=64;WG=1;REG=80;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,32,32,5,epi_overlap,B2B,74.7411,74.7213,1584.450,0.396112,1830,1.670198e-03,1,M_TILE=32;BM=64;WG=1;REG=112;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,32,32,5,epi_overlap,ISO,79.2640,78.7520,1494.040,0.373510,1830,1.670198e-03,1,M_TILE=32;BM=64;WG=1;REG=112;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,32,32,5,epi_overlap,PDL,68.4058,68.3712,1731.193,0.432798,1830,1.670198e-03,1,M_TILE=32;BM=64;WG=1;REG=112;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,5,epi_overlap,B2B,199.4227,199.3120,598.761,0.149690,1830,1.670279e-03,1,M_TILE=64;BM=64;WG=1;REG=112;STG=2;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,5,epi_overlap,ISO,204.9280,203.7120,582.676,0.145669,1830,1.670279e-03,1,M_TILE=64;BM=64;WG=1;REG=112;STG=2;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,5,epi_overlap,PDL,188.7085,188.6374,632.757,0.158189,1830,1.670279e-03,1,M_TILE=64;BM=64;WG=1;REG=112;STG=2;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,5,epi_overlap,B2B,437.5213,437.3254,277.410,0.069352,1830,1.668760e-03,1,M_TILE=128;BM=64;WG=1;REG=232;STG=2;TILES=1;SUBS=1;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,5,epi_overlap,ISO,441.1840,440.7680,275.107,0.068777,1830,1.668760e-03,1,M_TILE=128;BM=64;WG=1;REG=232;STG=2;TILES=1;SUBS=1;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,5,epi_overlap,PDL,411.9033,410.1274,294.663,0.073666,1830,1.668760e-03,1,M_TILE=128;BM=64;WG=1;REG=232;STG=2;TILES=1;SUBS=1;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,1,8,6,splitk,B2B,37.5066,37.4656,3132.018,0.783005,1830,1.682975e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,1,8,6,splitk,ISO,49.0560,48.5440,2394.635,0.598659,1830,1.682975e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,1,8,6,splitk,PDL,33.9366,33.8477,3461.487,0.865372,1830,1.682975e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,2,8,6,splitk,B2B,38.4352,38.4288,3057.144,0.764286,1830,1.681628e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,2,8,6,splitk,ISO,49.9840,49.4400,2350.791,0.587698,1830,1.681628e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,2,8,6,splitk,PDL,34.2016,34.1760,3435.569,0.858892,1830,1.681628e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,4,8,6,splitk,B2B,38.6138,38.6118,3044.598,0.761150,1830,1.670615e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,4,8,6,splitk,ISO,50.1440,49.7600,2344.516,0.586129,1830,1.670615e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,4,8,6,splitk,PDL,34.3373,34.2886,3423.783,0.855946,1830,1.670615e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,8,8,6,splitk,B2B,39.0042,38.9696,3017.275,0.754319,1830,1.670902e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,8,8,6,splitk,ISO,50.2400,50.0160,2342.482,0.585620,1830,1.670902e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,8,8,6,splitk,PDL,34.4589,34.3437,3415.267,0.853817,1830,1.670902e-03,1,M_TILE=8;BM=56;WG=4;REG=96;STG=3;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,16,16,6,splitk,B2B,54.3770,54.3546,2168.787,0.542197,1830,1.669845e-03,1,M_TILE=16;BM=64;WG=1;REG=80;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,16,16,6,splitk,ISO,59.9680,59.7120,1966.583,0.491646,1830,1.669845e-03,1,M_TILE=16;BM=64;WG=1;REG=80;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,16,16,6,splitk,PDL,49.8618,49.8451,2365.180,0.591295,1830,1.669845e-03,1,M_TILE=16;BM=64;WG=1;REG=80;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
deepseek_v4_pro,7168,16384,32,32,6,splitk,B2B,74.6349,74.6330,1586.705,0.396676,1830,1.670198e-03,1,M_TILE=32;BM=64;WG=1;REG=112;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,32,32,6,splitk,ISO,79.0400,78.5600,1498.274,0.374568,1830,1.670198e-03,1,M_TILE=32;BM=64;WG=1;REG=112;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,32,32,6,splitk,PDL,68.3974,68.3616,1731.403,0.432851,1830,1.670198e-03,1,M_TILE=32;BM=64;WG=1;REG=112;STG=4;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,6,splitk,B2B,199.7600,199.6896,597.750,0.149438,1830,1.670279e-03,1,M_TILE=64;BM=64;WG=1;REG=112;STG=2;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,6,splitk,ISO,204.8640,203.6800,582.858,0.145714,1830,1.670279e-03,1,M_TILE=64;BM=64;WG=1;REG=112;STG=2;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,64,64,6,splitk,PDL,188.8678,188.7955,632.223,0.158056,1830,1.670279e-03,1,M_TILE=64;BM=64;WG=1;REG=112;STG=2;TILES=1;SUBS=2;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,6,splitk,B2B,437.0823,436.8960,277.688,0.069422,1830,1.668760e-03,1,M_TILE=128;BM=64;WG=1;REG=232;STG=2;TILES=1;SUBS=1;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,6,splitk,ISO,441.2160,440.6400,275.087,0.068772,1830,1.668760e-03,1,M_TILE=128;BM=64;WG=1;REG=232;STG=2;TILES=1;SUBS=1;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
deepseek_v4_pro,7168,16384,128,128,6,splitk,PDL,412.0602,411.8650,294.551,0.073638,1830,1.668760e-03,1,M_TILE=128;BM=64;WG=1;REG=232;STG=2;TILES=1;SUBS=1;PREPACK=1;PDL=1;EPI=1;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=0
glm52,6144,16384,1,8,0,baseline,B2B,43.7536,43.7344,2301.341,0.575335,1830,1.671419e-03,1,M_TILE=8;BM=64;WG=4;REG=112;STG=2;TILES=1;SUBS=1;PREPACK=0;PDL=0;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
glm52,6144,16384,1,8,0,baseline,ISO,55.6480,55.2320,1809.445,0.452361,1830,1.671419e-03,1,M_TILE=8;BM=64;WG=4;REG=112;STG=2;TILES=1;SUBS=1;PREPACK=0;PDL=0;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
glm52,6144,16384,1,8,0,baseline,PDL,42.1926,42.1190,2386.482,0.596620,1830,1.671419e-03,1,M_TILE=8;BM=64;WG=4;REG=112;STG=2;TILES=1;SUBS=1;PREPACK=0;PDL=0;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
glm52,6144,16384,2,8,0,baseline,B2B,45.6557,45.6192,2206.092,0.551523,1830,1.679703e-03,1,M_TILE=8;BM=64;WG=4;REG=112;STG=2;TILES=1;SUBS=1;PREPACK=0;PDL=0;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
glm52,6144,16384,2,8,0,baseline,ISO,57.8880,57.4400,1739.923,0.434981,1830,1.679703e-03,1,M_TILE=8;BM=64;WG=4;REG=112;STG=2;TILES=1;SUBS=1;PREPACK=0;PDL=0;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
glm52,6144,16384,2,8,0,baseline,PDL,44.0915,44.0915,2284.354,0.571088,1830,1.679703e-03,1,M_TILE=8;BM=64;WG=4;REG=112;STG=2;TILES=1;SUBS=1;PREPACK=0;PDL=0;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
glm52,6144,16384,4,8,0,baseline,B2B,46.1818,46.0998,2182.203,0.545551,1830,1.666145e-03,1,M_TILE=8;BM=64;WG=4;REG=112;STG=2;TILES=1;SUBS=1;PREPACK=0;PDL=0;EPI=0;SPLITK=0;PR=32;SPW=0;PLA=0;SISM=1
