model,N,K,M,dtype,protocol,latency_us_p50,bandwidth_gbps,pct_of_spec_peak,algo_desc,clocks_sm_mhz
glm52,6144,16384,16,bf16,B2B,64.9244,3115.068,0.778767,algo_id=66;tile=64x16(312);stages=64xAUTO(35);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1572884B;waves=1.23;heur=8;rank=4;searched=8;fast_accum=0,1830
glm52,6144,16384,16,bf16,ISO,80.3520,2516.976,0.629244,algo_id=66;tile=64x16(312);stages=64xAUTO(35);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1572884B;waves=1.23;heur=8;rank=4;searched=8;fast_accum=0,1830
glm52,6144,16384,32,fp8,B2B,41.5015,2447.641,0.611910,algo_id=66;tile=384x32(540);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=5;inner=UNDEFINED(0);cluster=2x1x1(3);ws=3145744B;waves=0.21;heur=8;rank=7;searched=8;fast_accum=0,1830
glm52,6144,16384,32,fp8,ISO,55.1680,1841.299,0.460325,algo_id=66;tile=384x32(540);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=5;inner=UNDEFINED(0);cluster=2x1x1(3);ws=3145744B;waves=0.21;heur=8;rank=7;searched=8;fast_accum=0,1830
glm52,6144,16384,32,bf16,B2B,67.9666,2989.140,0.747285,algo_id=66;tile=256x32(35);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=2359312B;waves=0.31;heur=8;rank=1;searched=8;fast_accum=0,1830
glm52,6144,16384,32,bf16,ISO,83.1040,2444.667,0.611167,algo_id=66;tile=256x32(35);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=2359312B;waves=0.31;heur=8;rank=1;searched=8;fast_accum=0,1830
glm52,6144,16384,64,fp8,B2B,51.1929,2002.198,0.500550,algo_id=66;tile=80x64(134);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
glm52,6144,16384,64,fp8,ISO,57.9200,1769.653,0.442413,algo_id=66;tile=80x64(134);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
glm52,6144,16384,64,bf16,B2B,96.1013,2133.130,0.533282,algo_id=66;tile=80x64(134);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
glm52,6144,16384,64,bf16,ISO,102.7200,1995.683,0.498921,algo_id=66;tile=80x64(134);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
glm52,6144,16384,128,fp8,B2B,96.7164,1078.755,0.269689,algo_id=66;tile=80x128(135);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
glm52,6144,16384,128,fp8,ISO,102.9440,1013.496,0.253374,algo_id=66;tile=80x128(135);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
glm52,6144,16384,128,bf16,B2B,186.7538,1117.335,0.279334,algo_id=66;tile=80x128(135);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
glm52,6144,16384,128,bf16,ISO,193.6640,1077.467,0.269367,algo_id=66;tile=80x128(135);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,1,fp8,B2B,41.1705,2853.287,0.713322,algo_id=66;tile=384x8(537);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=114704B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,1,fp8,ISO,55.7120,2108.545,0.527136,algo_id=66;tile=384x8(537);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=114704B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,1,bf16,B2B,72.6265,3234.942,0.808735,algo_id=66;tile=384x8(537);stages=64xAUTO(35);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=114704B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,1,bf16,ISO,88.8320,2644.795,0.661199,algo_id=66;tile=384x8(537);stages=64xAUTO(35);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=114704B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,2,fp8,B2B,41.2836,2846.217,0.711554,algo_id=66;tile=384x8(537);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=229392B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,2,fp8,ISO,56.0000,2098.249,0.524562,algo_id=66;tile=384x8(537);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=229392B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,2,bf16,B2B,72.7172,3231.753,0.807938,algo_id=66;tile=64x8(10);stages=64xAUTO(35);splitk=9;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=516116B;waves=1.44;heur=8;rank=6;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,2,bf16,ISO,89.2160,2634.100,0.658525,algo_id=66;tile=64x8(10);stages=64xAUTO(35);splitk=9;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=516116B;waves=1.44;heur=8;rank=6;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,4,fp8,B2B,41.6203,2824.667,0.706167,algo_id=66;tile=384x8(537);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=458768B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,4,fp8,ISO,56.0320,2098.147,0.524537,algo_id=66;tile=384x8(537);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=458768B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,4,bf16,B2B,73.2519,3209.838,0.802460,algo_id=66;tile=384x8(537);stages=64xAUTO(35);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=458768B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,4,bf16,ISO,89.3120,2632.645,0.658161,algo_id=66;tile=384x8(537);stages=64xAUTO(35);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=458768B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,8,fp8,B2B,42.1365,2792.975,0.698244,algo_id=66;tile=384x8(537);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=917520B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,8,fp8,ISO,56.0000,2101.541,0.525385,algo_id=66;tile=384x8(537);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=1x1x1(2);ws=917520B;waves=0.24;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,8,bf16,B2B,72.4267,3249.805,0.812451,algo_id=66;tile=64x8(10);stages=64xAUTO(35);splitk=2;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=458772B;waves=1.44;heur=8;rank=6;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,8,bf16,ISO,88.9280,2646.777,0.661694,algo_id=66;tile=64x8(10);stages=64xAUTO(35);splitk=2;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=458772B;waves=1.44;heur=8;rank=6;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,16,fp8,B2B,43.4094,2716.738,0.679185,algo_id=66;tile=448x16(557);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1835024B;waves=0.21;heur=8;rank=8;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,16,fp8,ISO,57.3120,2057.720,0.514430,algo_id=66;tile=448x16(557);stages=128xAUTO(36);splitk=4;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1835024B;waves=0.21;heur=8;rank=8;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,16,bf16,B2B,73.5218,3208.084,0.802021,algo_id=66;tile=64x16(312);stages=64xAUTO(35);splitk=2;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=917524B;waves=1.44;heur=8;rank=6;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,16,bf16,ISO,89.9840,2621.178,0.655294,algo_id=66;tile=64x16(312);stages=64xAUTO(35);splitk=2;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=917524B;waves=1.44;heur=8;rank=6;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,32,fp8,B2B,47.1922,2509.390,0.627347,algo_id=66;tile=320x32(517);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=2752528B;waves=0.29;heur=8;rank=5;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,32,fp8,ISO,60.7680,1948.781,0.487195,algo_id=66;tile=320x32(517);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=2752528B;waves=0.29;heur=8;rank=5;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,32,bf16,B2B,78.6108,3012.906,0.753227,algo_id=66;tile=64x32(13);stages=64xAUTO(35);splitk=2;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1835028B;waves=1.44;heur=8;rank=6;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,32,bf16,ISO,96.0960,2464.693,0.616173,algo_id=66;tile=64x32(13);stages=64xAUTO(35);splitk=2;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1835028B;waves=1.44;heur=8;rank=6;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,64,fp8,B2B,60.1131,1986.367,0.496592,algo_id=66;tile=96x64(27);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.96;heur=8;rank=1;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,64,fp8,ISO,66.9440,1783.679,0.445920,algo_id=66;tile=96x64(27);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.96;heur=8;rank=1;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,64,bf16,B2B,113.9129,2096.454,0.524114,algo_id=66;tile=96x64(27);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.96;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,64,bf16,ISO,121.0240,1973.271,0.493318,algo_id=66;tile=96x64(27);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.96;heur=8;rank=2;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,128,fp8,B2B,114.1828,1062.968,0.265742,algo_id=66;tile=96x128(28);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=4;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.96;heur=8;rank=1;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,128,fp8,ISO,120.8960,1003.943,0.250986,algo_id=66;tile=96x128(28);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=4;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.96;heur=8;rank=1;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,128,bf16,B2B,223.1011,1088.051,0.272013,algo_id=66;tile=96x64(27);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=2;inner=UNDEFINED(0);cluster=1x2x1(5);ws=0B;waves=1.92;heur=8;rank=8;searched=8;fast_accum=0,1830
deepseek_v4_pro,7168,16384,128,bf16,ISO,228.9280,1060.357,0.265089,algo_id=66;tile=96x64(27);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=2;inner=UNDEFINED(0);cluster=1x2x1(5);ws=0B;waves=1.92;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,1,fp8,B2B,22.9454,2194.430,0.548608,algo_id=66;tile=320x8(514);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=73744B;waves=0.26;heur=8;rank=5;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,1,fp8,ISO,33.8880,1485.839,0.371460,algo_id=66;tile=320x8(514);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=73744B;waves=0.26;heur=8;rank=5;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,1,bf16,B2B,34.7627,2896.908,0.724227,algo_id=66;tile=320x8(514);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=73744B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,1,bf16,ISO,49.7600,2023.799,0.505950,algo_id=66;tile=320x8(514);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=73744B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,2,fp8,B2B,22.9771,2192.299,0.548075,algo_id=66;tile=128x8(393);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=147472B;waves=0.62;heur=8;rank=2;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,2,fp8,ISO,33.2160,1516.516,0.379129,algo_id=66;tile=128x8(393);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=147472B;waves=0.62;heur=8;rank=2;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,2,bf16,B2B,34.9113,2885.749,0.721437,algo_id=66;tile=320x8(514);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=147472B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,2,bf16,ISO,49.9200,2018.133,0.504533,algo_id=66;tile=320x8(514);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=147472B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,4,fp8,B2B,23.0446,2187.650,0.546912,algo_id=66;tile=128x8(393);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=294928B;waves=0.62;heur=8;rank=2;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,4,fp8,ISO,33.3760,1510.474,0.377618,algo_id=66;tile=128x8(393);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=294928B;waves=0.62;heur=8;rank=2;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,4,bf16,B2B,35.1964,2864.697,0.716174,algo_id=66;tile=320x8(514);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=294928B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,4,bf16,ISO,49.8880,2021.070,0.505267,algo_id=66;tile=320x8(514);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=294928B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,8,fp8,B2B,23.3173,2165.577,0.541394,algo_id=66;tile=128x8(393);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=589840B;waves=0.62;heur=8;rank=2;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,8,fp8,ISO,33.3120,1515.835,0.378959,algo_id=66;tile=128x8(393);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=589840B;waves=0.62;heur=8;rank=2;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,8,bf16,B2B,35.4112,2851.950,0.712988,algo_id=66;tile=320x8(514);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=589840B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,8,bf16,ISO,50.3040,2007.613,0.501903,algo_id=66;tile=320x8(514);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=589840B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,16,fp8,B2B,24.0213,2108.931,0.527233,algo_id=66;tile=128x16(394);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1179664B;waves=0.62;heur=8;rank=2;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,16,fp8,ISO,33.9520,1492.087,0.373022,algo_id=66;tile=128x16(394);stages=128xAUTO(36);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1179664B;waves=0.62;heur=8;rank=2;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,16,bf16,B2B,36.6208,2766.697,0.691674,algo_id=66;tile=320x16(515);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=1179664B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,16,bf16,ISO,51.0400,1985.083,0.496271,algo_id=66;tile=320x16(515);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=4x1x1(4);ws=1179664B;waves=0.26;heur=8;rank=8;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,32,fp8,B2B,25.5716,1993.895,0.498474,algo_id=66;tile=192x32(451);stages=128xAUTO(36);splitk=2;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1572880B;waves=0.41;heur=8;rank=3;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,32,fp8,ISO,36.9920,1378.325,0.344581,algo_id=66;tile=192x32(451);stages=128xAUTO(36);splitk=2;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=1572880B;waves=0.41;heur=8;rank=3;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,32,bf16,B2B,40.0949,2543.314,0.635829,algo_id=66;tile=256x32(35);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=2359312B;waves=0.31;heur=8;rank=1;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,32,bf16,ISO,54.4320,1873.420,0.468355,algo_id=66;tile=256x32(35);stages=64xAUTO(35);splitk=3;red=COMPUTE_TYPE;cta_swz=0;custom=1;inner=UNDEFINED(0);cluster=2x1x1(3);ws=2359312B;waves=0.31;heur=8;rank=1;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,64,fp8,B2B,28.4850,1812.969,0.453242,algo_id=66;tile=80x64(134);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,64,fp8,ISO,34.9440,1477.861,0.369465,algo_id=66;tile=80x64(134);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,64,bf16,B2B,50.8576,2030.861,0.507715,algo_id=66;tile=80x64(134);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,64,bf16,ISO,60.0640,1719.578,0.429895,algo_id=66;tile=80x64(134);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,128,fp8,B2B,51.0290,1037.706,0.259427,algo_id=66;tile=80x128(135);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,128,fp8,ISO,57.8880,914.751,0.228688,algo_id=66;tile=80x128(135);stages=128xAUTO(36);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,128,bf16,B2B,96.3122,1099.614,0.274903,algo_id=66;tile=80x128(135);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
minimax_m3,6144,8192,128,bf16,ISO,105.9840,999.266,0.249816,algo_id=66;tile=80x128(135);stages=64xAUTO(35);splitk=1;red=NONE;cta_swz=0;custom=0;inner=UNDEFINED(0);cluster=2x1x1(3);ws=0B;waves=0.99;heur=8;rank=1;searched=8;fast_accum=0,1830
